activity_seq_name,activity_seq_path,activity_seq_length,activity
Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_2,17,pick
Juno_pick_u_nm_np1_fr_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Juno_pick_u_nm_np1_fr_goo_2,16,pick
nameunknown256kb_pick_u_nm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/nameunknown256kb_pick_u_nm_np1_le_med_2,23,pick
Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np3_ba_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np3_ba_bad_3,16,pick
NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_f_cm_np3_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_f_cm_np3_ba_bad_1,16,pick
IamLegendII_pick_u_nm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/IamLegendII_pick_u_nm_np1_fr_bad_0,10,pick
garbage_men_pick_f_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/garbage_men_pick_f_cm_np1_ri_med_1,16,pick
THE_WALLET_TRICK!!!_pick_f_cm_np2_ba_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/THE_WALLET_TRICK!!!_pick_f_cm_np2_ba_med_1,17,pick
Flaschenrolf_auf_Tour_pick_f_cm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Flaschenrolf_auf_Tour_pick_f_cm_np1_ba_bad_0,16,pick
EverythingisIlluminated_pick_u_cm_np1_ba_goo_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/EverythingisIlluminated_pick_u_cm_np1_ba_goo_3,21,pick
garbage_men_pick_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/garbage_men_pick_f_cm_np1_ri_med_0,16,pick
IamLegendII_pick_u_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/IamLegendII_pick_u_cm_np1_fr_med_2,10,pick
Oceans13_pick_u_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Oceans13_pick_u_cm_np1_fr_med_2,10,pick
Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Clay_sBasketballSkillz_pick_f_nm_np1_ba_med_0,17,pick
Dollar_Prank_at_Wally_World_pick_f_nm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Dollar_Prank_at_Wally_World_pick_f_nm_np1_fr_med_0,16,pick
Fishing_For_People_pick_f_nm_np2_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Fishing_For_People_pick_f_nm_np2_ba_med_0,16,pick
Clay_sBasketballSkillz_pick_f_nm_np1_ri_med_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Clay_sBasketballSkillz_pick_f_nm_np1_ri_med_8,24,pick
NH_open_carry_litter_pickup_spurs_stunning_encountrs__1_of_2_pick_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/NH_open_carry_litter_pickup_spurs_stunning_encountrs__1_of_2_pick_f_cm_np1_fr_med_0,30,pick
garbage_men_pick_f_cm_np1_ri_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/garbage_men_pick_f_cm_np1_ri_med_2,16,pick
Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_fr_med_3,16,pick
Magic_Boys-_Der_Portmonai_Trick_pick_l_nm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Magic_Boys-_Der_Portmonai_Trick_pick_l_nm_np1_ri_med_0,16,pick
americanthrift2_pick_u_cm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/americanthrift2_pick_u_cm_np1_ri_med_1,17,pick
THE_WALLET_TRICK!!!_pick_f_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/THE_WALLET_TRICK!!!_pick_f_cm_np1_fr_med_2,17,pick
Collecting_litter_on_the_woodland_ground_surface_pick_f_nm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Collecting_litter_on_the_woodland_ground_surface_pick_f_nm_np1_fr_med_0,22,pick
Yep__I_m_picking_up_trash_today_pick_f_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Yep__I_m_picking_up_trash_today_pick_f_cm_np1_fr_med_1,16,pick
#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_fr_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_fr_bad_1,45,pick
Oceans13_pick_u_nm_np1_ba_goo_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Oceans13_pick_u_nm_np1_ba_goo_5,10,pick
prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/prelinger_LetsBeGo1953_pick_f_nm_np1_ri_med_12,19,pick
NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_f_cm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_f_cm_np1_ba_med_0,16,pick
Die_Pfandpiraten_Doku_pick_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Die_Pfandpiraten_Doku_pick_f_cm_np1_le_med_0,16,pick
Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_le_med_2,16,pick
TheBigBangS01E02TheBigBranHypothesis_pick_u_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/TheBigBangS01E02TheBigBranHypothesis_pick_u_cm_np1_le_med_1,16,pick
Juno_pick_u_cm_np1_le_bad_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Juno_pick_u_cm_np1_le_bad_9,21,pick
#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_ri_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_ri_bad_0,14,pick
Wallet_Trick_pick_f_cm_np2_fr_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Wallet_Trick_pick_f_cm_np2_fr_bad_1,17,pick
Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np2_ba_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np2_ba_med_2,27,pick
pick_up_trash_says_yeti_pick_f_cm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/pick_up_trash_says_yeti_pick_f_cm_np1_le_med_1,19,pick
NH-__Open_Carry_Litter_Pickup_in__troubled__neighborhood_pick_f_nm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/NH-__Open_Carry_Litter_Pickup_in__troubled__neighborhood_pick_f_nm_np1_le_med_0,13,pick
NoCountryForOldMen_pick_u_nm_np1_le_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/NoCountryForOldMen_pick_u_nm_np1_le_goo_0,10,pick
ThePerfectScore_pick_u_nm_np1_ba_goo_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/ThePerfectScore_pick_u_nm_np1_ba_goo_3,10,pick
prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/prelinger_they_grow_up_so_fast_1_pick_f_nm_np1_fr_med_10,16,pick
SoundAndTheStory_pick_u_nm_np1_le_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/SoundAndTheStory_pick_u_nm_np1_le_med_3,16,pick
M_ll_sammeln_pick_f_cm_np1_fr_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/M_ll_sammeln_pick_f_cm_np1_fr_bad_0,22,pick
#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/#122_Cleaning_Up_The_Beach_In_Chiba__Japan_pick_f_nm_np1_le_bad_2,24,pick
Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Prelinger_ActYourA1949_pick_u_nm_np1_ri_med_14,17,pick
AMADEUS_pick_u_nm_np1_fr_med_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/AMADEUS_pick_u_nm_np1_fr_med_8,16,pick
pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/pick_up_trash_says_yeti_pick_f_cm_np1_le_med_2,17,pick
Eco-Tex_picks_up_Trash_pick_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Eco-Tex_picks_up_Trash_pick_f_cm_np1_ri_med_0,16,pick
pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/pick_up_trash_says_yeti_pick_f_cm_np1_ri_med_0,17,pick
IamLegendII_pick_u_cm_np1_le_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/IamLegendII_pick_u_cm_np1_le_med_3,16,pick
prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/prelinger_LetsBeGo1953_pick_f_cm_np1_fr_med_8,17,pick
Wallet_Trick_pick_f_cm_np1_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Wallet_Trick_pick_f_cm_np1_le_bad_2,17,pick
Oceans13_pick_u_nm_np1_ri_goo_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Oceans13_pick_u_nm_np1_ri_goo_7,10,pick
prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/prelinger_they_grow_up_so_fast_1_pick_u_nm_np1_ri_med_1,15,pick
Fishing_For_People_pick_f_cm_np2_le_med_4,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Fishing_For_People_pick_f_cm_np2_le_med_4,22,pick
THE_WALLET_TRICK!!!_pick_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/THE_WALLET_TRICK!!!_pick_f_cm_np1_le_med_0,22,pick
Derren_Brown_-_Abondoned_Wallet_Trick_pick_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Derren_Brown_-_Abondoned_Wallet_Trick_pick_f_cm_np1_le_med_0,16,pick
Prelinger_HabitPat1954_pick_f_cm_np1_fr_med_28,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Prelinger_HabitPat1954_pick_f_cm_np1_fr_med_28,29,pick
Fishing_For_People_pick_f_cm_np1_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Fishing_For_People_pick_f_cm_np1_fr_med_3,17,pick
Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Dollar_Prank_at_the_Rivertown_Mall_pick_f_nm_np1_fr_med_1,16,pick
Mushroom_search_pick_f_cm_np2_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Mushroom_search_pick_f_cm_np2_le_med_0,26,pick
Search_and_Identify_Golf_Ball_-_www_mulliganplus_com_pick_f_nm_np1_le_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Search_and_Identify_Golf_Ball_-_www_mulliganplus_com_pick_f_nm_np1_le_goo_0,33,pick
Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ba_med_0,16,pick
David_Letterman_picks_up_trash_on_Broadway_pick_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/David_Letterman_picks_up_trash_on_Broadway_pick_f_cm_np1_fr_med_0,16,pick
ThreeStories_pick_u_cm_np1_ri_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/ThreeStories_pick_u_cm_np1_ri_goo_2,11,pick
Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Prelinger_HabitPat1954_pick_u_nm_np1_le_med_9,23,pick
Rent_a_Pocher_Beim_Pilze_sammeln_Oliver_Pocher_pick_f_cm_np2_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Rent_a_Pocher_Beim_Pilze_sammeln_Oliver_Pocher_pick_f_cm_np2_fr_med_0,28,pick
SafeInPort_pick_f_nm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/SafeInPort_pick_f_nm_np1_fr_med_1,16,pick
Fishing_For_People_pick_f_cm_np1_ri_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Fishing_For_People_pick_f_cm_np1_ri_med_2,20,pick
Fishing_For_People_pick_f_cm_np1_ri_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Fishing_For_People_pick_f_cm_np1_ri_med_5,19,pick
Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Portemonnaie-Trick_Openair_Lumnezia_2008_Nr__2_pick_f_cm_np2_fr_med_0,17,pick
Dollar_Prank_at_Wally_World_pick_f_nm_np1_le_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Dollar_Prank_at_Wally_World_pick_f_nm_np1_le_med_1,17,pick
Wallet_Trick_pick_f_cm_np1_ri_bad_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Wallet_Trick_pick_f_cm_np1_ri_bad_3,16,pick
Fishing_For_People_pick_f_cm_np2_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Fishing_For_People_pick_f_cm_np2_ri_med_1,16,pick
Dollar_Prank_at_the_Rivertown_Mall_pick_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Dollar_Prank_at_the_Rivertown_Mall_pick_f_cm_np1_le_med_0,16,pick
AboutABoy_pick_h_nm_np1_le_goo_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/AboutABoy_pick_h_nm_np1_le_goo_9,27,pick
prelinger_TowardEm1954_pick_u_cm_np1_le_goo_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/prelinger_TowardEm1954_pick_u_cm_np1_le_goo_5,18,pick
Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ri_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Stevie_And_Lindsay_Picking_Up_Garbage_pick_f_cm_np1_ri_med_3,16,pick
Sixthsense_pick_h_nm_np1_fr_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Sixthsense_pick_h_nm_np1_fr_goo_1,11,pick
RushHour2_pick_u_nm_np1_le_med_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/RushHour2_pick_u_nm_np1_le_med_7,21,pick
Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np5_le_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np5_le_bad_1,16,pick
NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_u_cm_np1_ba_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/NH_gun_owners_react_to_detention_with_armed_litter_pickup_pick_u_cm_np1_ba_med_2,13,pick
americanthrift1_pick_u_cm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/americanthrift1_pick_u_cm_np1_fr_med_1,16,pick
Dollar_Prank_at_Wally_World_pick_f_nm_np1_le_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Dollar_Prank_at_Wally_World_pick_f_nm_np1_le_med_2,16,pick
Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Pick_Up_Your_Trash!_pick_f_cm_np1_le_med_0,16,pick
americanthrift2_pick_u_nm_np1_ri_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/americanthrift2_pick_u_nm_np1_ri_med_2,28,pick
People_Fishing_pick_f_cm_np2_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/People_Fishing_pick_f_cm_np2_ri_med_0,16,pick
GardenWiseB256kb_pick_f_nm_np1_le_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/GardenWiseB256kb_pick_f_nm_np1_le_med_0,16,pick
IamLegendII_pick_u_nm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/IamLegendII_pick_u_nm_np1_fr_med_1,16,pick
Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np5_le_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Cleaning_The_Beach_Jeton_Bardhi__Dimitar_Chaprazov_pick_f_cm_np5_le_bad_2,16,pick
Gattaca_pick_f_nm_np1_fr_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Gattaca_pick_f_nm_np1_fr_med_1,22,pick
Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_pick_f_cm_np1_fr_goo_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Torwarttraining_-_Impressionen_vom_1__FFC_Frankfurt_pick_f_cm_np1_fr_goo_3,11,pick
Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Pick_Up_Your_Trash!_pick_f_cm_np1_ba_med_1,16,pick
Flaschenrolf_auf_Tour_pick_u_cm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Flaschenrolf_auf_Tour_pick_u_cm_np1_ba_bad_1,36,pick
Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Catch_Me_If_You_Can_pick_f_cm_np1_ri_med_5,16,pick
David_Letterman_picks_up_trash_on_Broadway_pick_f_cm_np3_ri_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/David_Letterman_picks_up_trash_on_Broadway_pick_f_cm_np3_ri_med_1,19,pick
Yep__I_m_picking_up_trash_today_pick_f_cm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Yep__I_m_picking_up_trash_today_pick_f_cm_np1_ri_med_0,19,pick
Stevie_And_Lindsay_Picking_Up_Garbage_pick_l_cm_np1_ba_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Stevie_And_Lindsay_Picking_Up_Garbage_pick_l_cm_np1_ba_med_1,16,pick
ThreeStories_pick_u_cm_np1_ri_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/ThreeStories_pick_u_cm_np1_ri_med_3,11,pick
BuriedTreasure_pick_u_cm_np1_le_goo_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/BuriedTreasure_pick_u_cm_np1_le_goo_1,22,pick
Gattaca_pick_f_nm_np1_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Gattaca_pick_f_nm_np1_ri_med_0,16,pick
Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Die_Pfandpiraten_Doku_pick_f_cm_np1_ba_med_1,16,pick
Pilzesuchen_pick_f_cm_np1_fr_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/pick/Pilzesuchen_pick_f_cm_np1_fr_med_0,20,pick
Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np1_ri_goo_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np1_ri_goo_3,13,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_cm_np1_le_med_6,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_cm_np1_le_med_6,8,kick_ball
FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_med_2,9,kick_ball
metacafe_coolsoccer_kick_ball_u_cm_np1_ba_bad_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/metacafe_coolsoccer_kick_ball_u_cm_np1_ba_bad_9,11,kick_ball
goal_2_part_1_kick_ball_f_cm_np1_fr_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/goal_2_part_1_kick_ball_f_cm_np1_fr_bad_1,12,kick_ball
Manchester_United_vs_Chelsea_Champion_League_final_2008_penalty_shootout_kick_ball_f_nm_np1_ba_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Manchester_United_vs_Chelsea_Champion_League_final_2008_penalty_shootout_kick_ball_f_nm_np1_ba_bad_2,9,kick_ball
Nike_Soccer_Commercial_-_Good_vs__Evil_kick_ball_f_cm_np1_fr_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Nike_Soccer_Commercial_-_Good_vs__Evil_kick_ball_f_cm_np1_fr_med_2,9,kick_ball
Mean_Machine_2001_(Part_10)_kick_ball_l_cm_np2_ri_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Mean_Machine_2001_(Part_10)_kick_ball_l_cm_np2_ri_med_0,6,kick_ball
Manchester_United_vs_Chelsea_Champion_League_final_2008_penalty_shootout_kick_ball_f_nm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Manchester_United_vs_Chelsea_Champion_League_final_2008_penalty_shootout_kick_ball_f_nm_np1_ba_bad_1,9,kick_ball
Mean_Machine_2001_(Part_9)_kick_ball_l_cm_np2_fr_med_3,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Mean_Machine_2001_(Part_9)_kick_ball_l_cm_np2_fr_med_3,8,kick_ball
The_Damned_United___HQ___Clip_Two-_Be_The_Best_kick_ball_u_cm_np2_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/The_Damned_United___HQ___Clip_Two-_Be_The_Best_kick_ball_u_cm_np2_ri_goo_0,17,kick_ball
FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_bad_1,12,kick_ball
FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_ba_bad_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_ba_bad_2,11,kick_ball
Manchester_United_vs_Chelsea_Champion_League_final_2008_penalty_shootout_kick_ball_f_nm_np1_ba_bad_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Manchester_United_vs_Chelsea_Champion_League_final_2008_penalty_shootout_kick_ball_f_nm_np1_ba_bad_0,11,kick_ball
LONGESTYARD_kick_ball_f_cm_np1_le_bad_9,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/LONGESTYARD_kick_ball_f_cm_np1_le_bad_9,9,kick_ball
Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_4_16_kick_ball_f_cm_np1_ri_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Dhan_Dhana_Dhan_Goal_(2007)_w__Eng_Sub_-_Watch_Online_-_4_16_kick_ball_f_cm_np1_ri_goo_0,19,kick_ball
FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_ba_bad_1,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FOOT_2009_(REMI_GAILLARD)_kick_ball_f_cm_np1_ba_bad_1,8,kick_ball
Lattenknaller_-_M_nner_wie_wir_(Teil_11)_kick_ball_f_cm_np1_fr_goo_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Lattenknaller_-_M_nner_wie_wir_(Teil_11)_kick_ball_f_cm_np1_fr_goo_0,12,kick_ball
metacafe_coolsoccer_kick_ball_f_cm_np1_ba_bad_7,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/metacafe_coolsoccer_kick_ball_f_cm_np1_ba_bad_7,20,kick_ball
Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np1_fr_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Das_Wunder_von_Bern_(Deutschland_2002_2003)_kick_ball_f_cm_np1_fr_goo_2,9,kick_ball
FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_med_0,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/FIFA_11_Gamescom-Trailer_kick_ball_f_cm_np1_ba_med_0,10,kick_ball
How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_5,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/How_to_Shoot_Penalty_Kicks_kick_ball_f_cm_np1_ba_bad_5,8,kick_ball
Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_goo_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Banned_Commercials_-_Nike_-_Soccer_vs_ninjas_kick_ball_f_nm_np1_fr_goo_2,8,kick_ball
Lattenknaller_-_M_nner_wie_wir_(Teil_11)_kick_ball_f_cm_np1_ri_med_2,/data/dev/projects/ai/Trackey/trackey/research/HMDB51/kick_ball/Lattenknaller_-_M_nner_wie_wir_(Teil_11)_kick_ball_f_cm_np1_ri_med_2,11,kick_ball
